"","pitcher_name","player_name","game_date","events","launch_angle","launch_speed","video_url"
"336","Jack Flaherty","Profar, Jurickson",2024-10-06,"single",-73,52.3,"https://baseballsavant.mlb.com/sporty-videos?playId=2c05d8bf-0d3d-4cb3-abb5-32ce722dff39"
"337","Jack Flaherty","Profar, Jurickson",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=54678065-5c73-4482-939a-6f8ab9ca2150"
"338","Yu Darvish","Lux, Gavin",2024-10-06,"field_out",34,99.3,"https://baseballsavant.mlb.com/sporty-videos?playId=286f0e19-db4a-4f52-a8a0-9a26a9e794b3"
"339","Jack Flaherty","Profar, Jurickson",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=2cc00d8b-0756-44c7-ad61-dc22aaaa3062"
"340","Jack Flaherty","Tatis Jr., Fernando",2024-10-06,"hit_by_pitch",NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=bdc54b38-5274-4672-94be-dd054606e29c"
"341","Yu Darvish","Smith, Will",2024-10-06,"field_out",5,71.8,"https://baseballsavant.mlb.com/sporty-videos?playId=02ce7c1f-ca26-4154-9f4e-06a6e5ac9719"
"342","Jack Flaherty","Tatis Jr., Fernando",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=beeca744-a8cf-4b50-b943-57823acd70bc"
"343","Yu Darvish","Smith, Will",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=97d63022-a861-4e2f-a3b2-08889d9e1d45"
"344","Yu Darvish","Muncy, Max",2024-10-06,"field_out",60,95.4,"https://baseballsavant.mlb.com/sporty-videos?playId=e8bef97e-d7d2-4c80-89fe-43edf9c31831"
"345","Jack Flaherty","Arraez, Luis",2024-10-06,"field_out",49,71.8,"https://baseballsavant.mlb.com/sporty-videos?playId=ddbf47d9-f8ea-48af-8bc2-ae14ca9440f0"
"346","Jack Flaherty","Arraez, Luis",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=6c0d81c3-210c-4404-9d03-5a73187ad4c5"
"347","Yu Darvish","Muncy, Max",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=dda4ab7d-1e20-4a25-b562-91556251fc46"
"348","Yu Darvish","Muncy, Max",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=03c24857-d6b5-4417-8e33-32b080ad6e29"
"349","Jack Flaherty","Arraez, Luis",2024-10-06,NA,25,66.6,"https://baseballsavant.mlb.com/sporty-videos?playId=52a9b87c-2614-41f0-a334-ba24786180c6"
"350","Yu Darvish","Hernández, Teoscar",2024-10-06,"walk",NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=aaf4954b-9b1a-410b-9987-ec25675c41a6"
"351","Jack Flaherty","Arraez, Luis",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=273e3fc5-ab5a-47c8-bf64-b5b6866eb502"
"352","Jack Flaherty","Higashioka, Kyle",2024-10-06,"field_out",-6,74.1,"https://baseballsavant.mlb.com/sporty-videos?playId=40e58007-a07b-45fe-a338-26b8189ba838"
"353","Yu Darvish","Hernández, Teoscar",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=2544b31e-4004-450d-8c08-1b225aa9bd56"
"354","Jack Flaherty","Higashioka, Kyle",2024-10-06,NA,-33,69.6,"https://baseballsavant.mlb.com/sporty-videos?playId=9f0443b3-b58a-4bc4-b602-9bae32ac9b65"
"355","Yu Darvish","Hernández, Teoscar",2024-10-06,NA,49,93.8,"https://baseballsavant.mlb.com/sporty-videos?playId=55f9a5b4-f833-4871-aa59-3edef1f92db8"
"356","Yu Darvish","Hernández, Teoscar",2024-10-06,NA,61,74.9,"https://baseballsavant.mlb.com/sporty-videos?playId=2a7b05f0-0120-481d-9541-b8f2dc2e227e"
"357","Jack Flaherty","Higashioka, Kyle",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=b6b9d25c-e874-413f-89ad-872c2d2d89f1"
"358","Yu Darvish","Hernández, Teoscar",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=448cc3c6-5de7-4cc2-a9fd-dbb91995dfbc"
"359","Jack Flaherty","Higashioka, Kyle",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=5bf4c160-6708-45fb-96f4-6588bacbb680"
"360","Jack Flaherty","Higashioka, Kyle",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=3900a007-90ca-41e7-a030-1489f5a4590e"
"361","Yu Darvish","Hernández, Teoscar",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=515c337b-244c-4c0e-ae1e-aea16a5ad8a5"
"362","Yu Darvish","Hernández, Teoscar",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=2284cde5-ba71-4676-95fe-61b70758c883"
"363","Jack Flaherty","Higashioka, Kyle",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=f13605e0-988c-41fb-abea-88ab9678b04e"
"364","Jack Flaherty","Peralta, David",2024-10-06,"field_out",65,71.7,"https://baseballsavant.mlb.com/sporty-videos?playId=40bf1fef-8ffa-4c6e-91ba-ccb8c7d3e348"
"365","Yu Darvish","Hernández, Enrique",2024-10-06,"field_out",27,101.2,"https://baseballsavant.mlb.com/sporty-videos?playId=1c863c27-803d-43aa-ba8c-aa92af8270c5"
"366","Yu Darvish","Hernández, Enrique",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=565e72a5-a644-4ccf-8e50-7bd26eeb2bde"
"367","Jack Flaherty","Peralta, David",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=1bea84e3-d39e-4e16-955b-d9f061d4c0a6"
"368","Jack Flaherty","Peralta, David",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=0822cd59-daa4-47d7-a3b3-d33b47a7543f"
"369","Yu Darvish","Betts, Mookie",2024-10-06,"field_out",65,87.8,"https://baseballsavant.mlb.com/sporty-videos?playId=870852f1-10e3-4cf6-9a17-0220db6e52ab"
"370","Yu Darvish","Betts, Mookie",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=637b3f67-db58-48fe-a386-7829d1c26dde"
"371","Jack Flaherty","Cronenworth, Jake",2024-10-06,"field_out",-4,100.3,"https://baseballsavant.mlb.com/sporty-videos?playId=8dc1438c-4e40-4745-822a-809bc6e5393e"
"372","Jack Flaherty","Cronenworth, Jake",2024-10-06,NA,65,58,"https://baseballsavant.mlb.com/sporty-videos?playId=4bb59ae8-6d20-4fd6-a9df-632c60f37cdc"
"373","Yu Darvish","Ohtani, Shohei",2024-10-06,"field_out",-77,46.9,"https://baseballsavant.mlb.com/sporty-videos?playId=a422ae02-6769-4b46-8431-4e4aa64c52d2"
"374","Jack Flaherty","Cronenworth, Jake",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=f2dc7e3e-8a12-4462-bc97-05e69761ea00"
"375","Yu Darvish","Ohtani, Shohei",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=d6b408e2-e8f6-4aaa-ab42-2127c822cbab"
"376","Yu Darvish","Ohtani, Shohei",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=80450ec2-a152-4599-9e39-7662eed2023b"
"377","Jack Flaherty","Cronenworth, Jake",2024-10-06,NA,11,79,"https://baseballsavant.mlb.com/sporty-videos?playId=b6f56642-c5af-4253-be9c-d46d5868f884"
"378","Jack Flaherty","Cronenworth, Jake",2024-10-06,NA,-33,61,"https://baseballsavant.mlb.com/sporty-videos?playId=5b3f9ec4-665a-485a-a90a-f2cb988799a5"
"379","Yu Darvish","Ohtani, Shohei",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=a1a54b8c-4a68-4d72-a905-823d0f1ffcbe"
"380","Jack Flaherty","Cronenworth, Jake",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=07712968-6727-4ae6-a020-b6e9dad3c0c9"
"381","Yu Darvish","Ohtani, Shohei",2024-10-06,NA,50,78.6,"https://baseballsavant.mlb.com/sporty-videos?playId=72653c5e-224b-454a-be12-cdff47009ae1"
"382","Jack Flaherty","Cronenworth, Jake",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=dc9ab090-c4d5-4180-aac7-3cec4300649f"
"383","Yu Darvish","Ohtani, Shohei",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=22251cde-06d5-4dd2-8462-872e8f9f6c4d"
"384","Jack Flaherty","Cronenworth, Jake",2024-10-06,NA,11,95,"https://baseballsavant.mlb.com/sporty-videos?playId=70bf837e-02ef-4cd4-99fa-e6826b4a94cd"
"385","Yu Darvish","Rojas, Miguel",2024-10-06,"field_out",46,86.2,"https://baseballsavant.mlb.com/sporty-videos?playId=63c38272-6a41-4526-9959-0046918fdee1"
"386","Yu Darvish","Rojas, Miguel",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=c3d22de8-3e56-4bc3-a9ec-57d88923b2fb"
"387","Jack Flaherty","Bogaerts, Xander",2024-10-06,"field_out",18,95.4,"https://baseballsavant.mlb.com/sporty-videos?playId=bb96d1a1-389c-4f40-808f-37bc4b0cee45"
"388","Jack Flaherty","Bogaerts, Xander",2024-10-06,NA,-24,66.3,"https://baseballsavant.mlb.com/sporty-videos?playId=39028c24-656e-4dd6-8401-0ce482940558"
"389","Yu Darvish","Rojas, Miguel",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=f3f948e0-c420-48a7-b9d4-3e18224693c2"
"390","Jack Flaherty","Merrill, Jackson",2024-10-06,"field_out",-3,90,"https://baseballsavant.mlb.com/sporty-videos?playId=0e0beaf8-feca-4acc-aa5f-626284b1df1c"
"391","Yu Darvish","Rojas, Miguel",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=5bc6547a-504a-4687-9748-a659264d2796"
"392","Jack Flaherty","Merrill, Jackson",2024-10-06,NA,-52,58.1,"https://baseballsavant.mlb.com/sporty-videos?playId=b9bb393f-6dbe-43b7-a287-f88cc9f256cc"
"393","Yu Darvish","Edman, Tommy",2024-10-06,"force_out",-18,74.4,"https://baseballsavant.mlb.com/sporty-videos?playId=96e6db5e-1725-4191-88d6-186fa663c800"
"394","Jack Flaherty","Merrill, Jackson",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=db06b6b0-b626-491f-bb5c-2c68706f862b"
"395","Yu Darvish","Edman, Tommy",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=0075053e-b48c-4a62-b34e-24fb13883a2a"
"396","Yu Darvish","Lux, Gavin",2024-10-06,"single",34,69.6,"https://baseballsavant.mlb.com/sporty-videos?playId=7ab91e23-5317-4003-9f15-51896a5ff5b1"
"397","Jack Flaherty","Merrill, Jackson",2024-10-06,NA,55,66.9,"https://baseballsavant.mlb.com/sporty-videos?playId=444712e9-30d0-4c60-8172-8f74a0f13526"
"398","Jack Flaherty","Merrill, Jackson",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=c1e9d6ad-dd64-45cf-80e5-337ca0c10739"
"399","Yu Darvish","Lux, Gavin",2024-10-06,NA,-15,84.3,"https://baseballsavant.mlb.com/sporty-videos?playId=adc7e61e-3ade-4479-a57a-61b4c14f915c"
"400","Jack Flaherty","Merrill, Jackson",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=2c8fde7e-3e6f-47be-86d7-610be101268a"
"401","Yu Darvish","Lux, Gavin",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=40cea7c8-1596-419e-8981-9f181e8ec568"
"402","Yu Darvish","Lux, Gavin",2024-10-06,NA,-9,72.4,"https://baseballsavant.mlb.com/sporty-videos?playId=12d4db87-09f5-45da-9a85-614bf802f2d0"
"403","Jack Flaherty","Merrill, Jackson",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=ce6117c4-f0da-40ef-a1f4-03b4dbecddcc"
"404","Jack Flaherty","Machado, Manny",2024-10-06,"field_out",-42,52.1,"https://baseballsavant.mlb.com/sporty-videos?playId=bce084d0-49c3-42cf-a38f-3c01315c4ce3"
"405","Yu Darvish","Smith, Will",2024-10-06,"field_out",53,94.3,"https://baseballsavant.mlb.com/sporty-videos?playId=48831324-24a5-410a-a69d-05eb7621f57b"
"406","Yu Darvish","Smith, Will",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=58707a5a-fbe2-4020-b7aa-291e397fc2a1"
"407","Jack Flaherty","Machado, Manny",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=af16a2fc-bf02-45d3-9e9e-254837688bbe"
"408","Jack Flaherty","Machado, Manny",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=59567aa2-4cf7-4737-8748-aa4b45f700b2"
"409","Yu Darvish","Smith, Will",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=f058a4e6-5d09-491b-9da6-d42bc8773f5a"
"410","Jack Flaherty","Machado, Manny",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=9710950e-83e9-4aee-8e67-c7c04e7bd2fe"
"411","Yu Darvish","Smith, Will",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=1f386e34-4cec-4016-9b4b-4677294483e4"
"412","Jack Flaherty","Machado, Manny",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=9586c4cc-4fa1-4396-92e2-3cf454369f2e"
"413","Yu Darvish","Muncy, Max",2024-10-06,"field_out",7,93.2,"https://baseballsavant.mlb.com/sporty-videos?playId=23fe8a5a-0bf7-4569-b714-a0dd7271b061"
"414","Yu Darvish","Muncy, Max",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=01a75fd4-4cb9-4e3c-8ab5-d29dee496b42"
"415","Jack Flaherty","Machado, Manny",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=f711faf2-ef6b-42b2-bb13-51245703a42f"
"416","Jack Flaherty","Profar, Jurickson",2024-10-06,"strikeout",NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=2082b238-7b90-49ee-b247-ab9b1134b567"
"417","Yu Darvish","Hernández, Teoscar",2024-10-06,"field_out",5,74.8,"https://baseballsavant.mlb.com/sporty-videos?playId=e363df47-27f1-476b-a06b-c4dfa7de11f1"
"418","Jack Flaherty","Profar, Jurickson",2024-10-06,NA,2,88.6,"https://baseballsavant.mlb.com/sporty-videos?playId=507edb6c-a6d4-48a8-be67-0cf43f9ed4fd"
"419","Yu Darvish","Hernández, Teoscar",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=3f9b159d-7d8d-4f98-9626-21b77fde9794"
"420","Yu Darvish","Freeman, Freddie",2024-10-06,"field_out",17,111.4,"https://baseballsavant.mlb.com/sporty-videos?playId=2050aef2-584d-4424-88f3-357317d15338"
"421","Jack Flaherty","Profar, Jurickson",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=4071589e-cdf9-4b70-a158-fdf7ac0abf5c"
"422","Jack Flaherty","Profar, Jurickson",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=5c7e7945-918c-4672-800d-76d058bdccb9"
"423","Yu Darvish","Freeman, Freddie",2024-10-06,NA,-31,63.7,"https://baseballsavant.mlb.com/sporty-videos?playId=9062d795-24d8-41a3-850f-db592762fa3a"
"424","Yu Darvish","Freeman, Freddie",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=dc9a9950-d2cb-4c11-9768-49400f621e7b"
"425","Jack Flaherty","Profar, Jurickson",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=ee175824-9a26-4d8a-9839-67bd6368389a"
"426","Jack Flaherty","Tatis Jr., Fernando",2024-10-06,"double",5,111.7,"https://baseballsavant.mlb.com/sporty-videos?playId=a2a868aa-a148-43b6-af2c-3d52a3de33a4"
"427","Yu Darvish","Betts, Mookie",2024-10-06,"strikeout",NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=64e02aa1-c572-440f-a8cf-3d7cbcf220ec"
"428","Jack Flaherty","Tatis Jr., Fernando",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=1e1f79cf-4150-4002-b4c2-8dccbb52e9fe"
"429","Yu Darvish","Betts, Mookie",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=d66ced32-af7e-4672-8d92-0deafa5d15a2"
"430","Yu Darvish","Betts, Mookie",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=840bf7e0-1ed6-4056-b26a-09dcd1b4387f"
"431","Jack Flaherty","Arraez, Luis",2024-10-06,"field_out",0,93,"https://baseballsavant.mlb.com/sporty-videos?playId=6c860198-84d9-4b58-a162-8ccb4475a250"
"432","Yu Darvish","Betts, Mookie",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=aa352f74-4a80-4dc6-a6b9-d4c7f7e9dfc5"
"433","Jack Flaherty","Arraez, Luis",2024-10-06,NA,6,77.9,"https://baseballsavant.mlb.com/sporty-videos?playId=49ed45c2-e843-41f9-8f21-299262c4fc42"
"434","Yu Darvish","Betts, Mookie",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=792c70f6-e5f6-451c-97af-fb5a3068926f"
"435","Jack Flaherty","Arraez, Luis",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=c2697e01-80b7-4e78-b940-178cdf268c28"
"436","Yu Darvish","Ohtani, Shohei",2024-10-06,"field_out",-3,90.2,"https://baseballsavant.mlb.com/sporty-videos?playId=30186f21-ed23-4276-b47b-3532880e6db9"
"437","Jack Flaherty","Arraez, Luis",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=bcb85faf-12c6-4e2a-8fe0-5cf3668e4993"
"438","Yu Darvish","Ohtani, Shohei",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=6f9cb969-61d0-4a07-a565-9b4d5f2435e2"
"439","Jack Flaherty","Arraez, Luis",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=7c5c4f1b-b9a0-4ea2-b02a-5f7b35502a56"
"440","Jack Flaherty","Higashioka, Kyle",2024-10-06,"field_out",48,67.8,"https://baseballsavant.mlb.com/sporty-videos?playId=c87a5ce5-f241-4553-a19e-e180c9fb081b"
"441","Yu Darvish","Ohtani, Shohei",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=93337cb0-f2de-4419-a188-7ed3157a7b04"
"442","Yu Darvish","Ohtani, Shohei",2024-10-06,NA,1,80.4,"https://baseballsavant.mlb.com/sporty-videos?playId=aadab281-b126-43e7-a770-31d7e5c3f8c1"
"443","Jack Flaherty","Higashioka, Kyle",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=9fd399a6-9bb2-4b1b-932c-32b764648e9c"
"444","Jack Flaherty","Higashioka, Kyle",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=cd322b6b-f7a0-4e7e-a9e9-dc5212a7e6fa"
"445","Yu Darvish","Rojas, Miguel",2024-10-06,"field_out",29,78.8,"https://baseballsavant.mlb.com/sporty-videos?playId=566bee20-005e-4690-9ae4-25902b3bc94e"
"446","Jack Flaherty","Higashioka, Kyle",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=1ec440e6-9c04-41c5-bca5-a667b1eca770"
"447","Yu Darvish","Edman, Tommy",2024-10-06,"double_play",10,89.3,"https://baseballsavant.mlb.com/sporty-videos?playId=de0af50f-267e-48e5-9e3d-e732190c3577"
"448","Yu Darvish","Lux, Gavin",2024-10-06,"sac_fly",41,94.6,"https://baseballsavant.mlb.com/sporty-videos?playId=0f1302e5-0fe0-42ff-87df-77991cce1a9a"
"449","Jack Flaherty","Peralta, David",2024-10-06,"home_run",25,105.4,"https://baseballsavant.mlb.com/sporty-videos?playId=1faae8d9-c035-4e87-8e37-078e49f0eb44"
"450","Jack Flaherty","Peralta, David",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=bb191b12-c53e-440c-b46f-ee3825e0a086"
"451","Yu Darvish","Lux, Gavin",2024-10-06,NA,45,74.3,"https://baseballsavant.mlb.com/sporty-videos?playId=2431a73b-58c1-446e-90b7-081e7a6ec761"
"452","Yu Darvish","Lux, Gavin",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=7e4cc6b8-5f10-4770-905a-c7e67f6b09ce"
"453","Jack Flaherty","Peralta, David",2024-10-06,NA,49,66.4,"https://baseballsavant.mlb.com/sporty-videos?playId=754274bd-1eba-4542-a885-ef1d5cc23cba"
"454","Jack Flaherty","Peralta, David",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=85853ca5-b6f7-4345-8fa8-ab52a6aa862f"
"455","Yu Darvish","Lux, Gavin",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=b62cebe1-e549-40dd-a51e-92f4d7f9aee7"
"456","Jack Flaherty","Cronenworth, Jake",2024-10-06,"field_out",2,92.1,"https://baseballsavant.mlb.com/sporty-videos?playId=6ca492bb-da91-494a-91f3-1052e81ab118"
"457","Yu Darvish","Lux, Gavin",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=4e4ecc83-a108-4cdb-817f-a693644ae064"
"458","Yu Darvish","Lux, Gavin",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=84490632-368a-400f-8a5e-cb1806952b7c"
"459","Jack Flaherty","Cronenworth, Jake",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=4c997f60-7935-43a9-bb39-6c82f5df5bfd"
"460","Yu Darvish","Smith, Will",2024-10-06,"walk",NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=1531c423-cb59-4fc0-8fd2-6827004a1390"
"461","Jack Flaherty","Cronenworth, Jake",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=cca88d57-4996-4fca-ae90-2119f8271953"
"462","Edgardo Henriquez","Merrill, Jackson",2024-10-06,"strikeout",NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=2b08541a-88b6-4e2a-bbf2-82700f38955b"
"463","Edgardo Henriquez","Merrill, Jackson",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=78828794-d0ea-4543-b8a1-67210d2d1a91"
"464","Yu Darvish","Smith, Will",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=eafae2cd-bee4-438a-9805-67f1460c623f"
"465","Jack Flaherty","Bogaerts, Xander",2024-10-06,"field_out",-20,59,"https://baseballsavant.mlb.com/sporty-videos?playId=470dfb09-1f75-4c71-884e-0c681a6bb171"
"466","Edgardo Henriquez","Merrill, Jackson",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=cf604c36-dea6-4c71-bf23-ea928302b5af"
"467","Yu Darvish","Smith, Will",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=13e7be8f-508a-4ea2-a4a1-6b2bae15724c"
"468","Jack Flaherty","Bogaerts, Xander",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=4c62dd95-e00f-447e-954a-fcb67ee0cfc1"
"469","Alek Jacob","Lux, Gavin",2024-10-06,"strikeout",NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=bf555e7c-1fb5-4425-8c2a-e3b51afefe3e"
"470","Yu Darvish","Smith, Will",2024-10-06,NA,52,78.7,"https://baseballsavant.mlb.com/sporty-videos?playId=009c41a5-5c77-4447-abb5-5b3c4ee5d6e5"
"471","Alek Jacob","Lux, Gavin",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=4be8e8b2-a5de-4ee8-9349-135a962c3cd8"
"472","Jack Flaherty","Bogaerts, Xander",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=59dd6743-d03c-4222-980b-5d20504a70cc"
"473","Edgardo Henriquez","Merrill, Jackson",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=cd335179-e40b-4ea0-8dfd-f2ef56b71c07"
"474","Jack Flaherty","Bogaerts, Xander",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=bc544580-1b5a-4ef4-82b1-828a84073ba9"
"475","Alek Jacob","Lux, Gavin",2024-10-06,NA,27,83.9,"https://baseballsavant.mlb.com/sporty-videos?playId=7bbf8642-b783-49f0-9d12-1c6f9dab38dc"
"476","Edgardo Henriquez","Machado, Manny",2024-10-06,"field_out",16,108.4,"https://baseballsavant.mlb.com/sporty-videos?playId=4b8e0bab-c86e-4f6f-be19-69bf75e6a2c6"
"477","Yu Darvish","Smith, Will",2024-10-06,NA,28,73.1,"https://baseballsavant.mlb.com/sporty-videos?playId=62f374e7-b91b-4259-90ad-d0253a4ffa41"
"478","Yu Darvish","Smith, Will",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=af878465-1ea8-45fd-a4c3-f6b688daed89"
"479","Edgardo Henriquez","Machado, Manny",2024-10-06,NA,31,78.2,"https://baseballsavant.mlb.com/sporty-videos?playId=4da27296-3921-4ec8-ad2f-4d8f0eb28436"
"480","Jack Flaherty","Merrill, Jackson",2024-10-06,"single",-3,100.9,"https://baseballsavant.mlb.com/sporty-videos?playId=d95f1fdd-8743-40a7-b144-d2c128f61e0b"
"481","Alek Jacob","Lux, Gavin",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=1136bceb-48cc-4c19-a946-af6bc02e1446"
"482","Alek Jacob","Lux, Gavin",2024-10-06,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=af14e461-382c-4412-935b-96c5537b1046"
"483","Yu Darvish","Muncy, Max",2024-10-06,"single",5,105.6,"https://baseballsavant.mlb.com/sporty-videos?playId=57c772f5-ea33-465f-a487-1aca207cbedb"
"484","Jack Flaherty","Merrill, Jackson",2024-10-06,NA,26,58.2,"https://baseballsavant.mlb.com/sporty-videos?playId=dd76b465-680c-4de1-9448-7b430e64ce08"
"485","Edgardo Henriquez","Machado, Manny",2024-10-06,NA,50,74.2,"https://baseballsavant.mlb.com/sporty-videos?playId=41e4eccb-9a36-4741-9805-c90d3d04083f"
"486","Edgardo Henriquez","Machado, Manny",2024-10-06,NA,15,72.7,"https://baseballsavant.mlb.com/sporty-videos?playId=43562718-e0b7-4d89-b3ef-dd6bb9a15fa5"
"487","Alek Jacob","Smith, Will",2024-10-06,"walk",NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=64d2a1ae-c770-413f-8ced-318c8a041922"
